STATE/UT,YEAR,CRIME HEAD,Male 16-18 years,Female 16-18 years,Total 16-18 years,Male 18-30 years,Female 18-30 years,Total 18-30 years,Male 30-50 years,Female 30-50 years,Total 30-50 years,Male Above 50 years,Female Above 50 years,Total Above 50 years,Total Male,Total Female,Grand Total
HARYANA,2008,MURDER,0,0,0,746,33,779,1243,77,1320,429,23,452,2418,133,2551
HARYANA,2008,ATTEMPT TO COMMIT MURDER,0,0,0,103,1,104,114,3,117,43,0,43,260,4,264
HARYANA,2008,C.H. NOT AMOUNTING TO MURDER,0,0,0,37,1,38,52,1,53,17,1,18,106,3,109
HARYANA,2008,RAPE,0,0,0,194,4,198,194,8,202,50,0,50,438,12,450
HARYANA,2008,KIDNAPPING AND ABDUCTION,0,0,0,48,1,49,62,2,64,5,0,5,115,3,118
HARYANA,2008,DACOITY,0,0,0,84,0,84,98,0,98,7,0,7,189,0,189
HARYANA,2008,PREP. AND ASSEMBLY FOR DACOITY,0,0,0,45,0,45,44,0,44,1,0,1,90,0,90
HARYANA,2008,ROBBERY,0,0,0,69,0,69,58,0,58,4,0,4,131,0,131
HARYANA,2008,BURGLARY,0,0,0,29,0,29,26,0,26,3,0,3,58,0,58
HARYANA,2008,THEFTS,0,0,0,33,0,33,47,1,48,3,0,3,83,1,84
HARYANA,2008,EXTORTION,0,0,0,8,0,8,2,0,2,0,0,0,10,0,10
HARYANA,2008,RIOTS,0,0,0,12,0,12,7,0,7,5,0,5,24,0,24
HARYANA,2008,ARSON,0,0,0,5,0,5,2,0,2,1,0,1,8,0,8
HARYANA,2008,CRIMINAL BREACH OF TRUST,0,0,0,3,0,3,5,0,5,0,0,0,8,0,8
HARYANA,2008,CHEATING,0,0,0,2,0,2,16,0,16,5,0,5,23,0,23
HARYANA,2008,COUNTER FEITING,0,0,0,10,0,10,12,0,12,3,0,3,25,0,25
HARYANA,2008,DOWRY DEATHS,0,0,0,94,9,103,93,17,110,61,34,95,248,60,308
HARYANA,2008,MOLESTATION,0,0,0,0,1,1,8,0,8,1,0,1,9,1,10
HARYANA,2008,EVE-TEASING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HARYANA,2008,CRUELTY BY HUSBAND OR RELATIVE OF HUSBAND,0,0,0,13,0,13,20,0,20,1,2,3,34,2,36
HARYANA,2008,OTHER IPC CRIMES,0,0,0,33,3,36,35,1,36,18,3,21,86,7,93
HARYANA,2008,TOTAL IPC,0,0,0,1568,53,1621,2138,110,2248,657,63,720,4363,226,4589
HARYANA,2009,MURDER,0,0,0,883,28,911,1301,45,1346,481,54,535,2665,127,2792
HARYANA,2009,ATTEMPT TO COMMIT MURDER,0,0,0,157,1,158,131,2,133,44,2,46,332,5,337
HARYANA,2009,C.H. NOT AMOUNTING TO MURDER,0,0,0,64,0,64,62,0,62,25,0,25,151,0,151
HARYANA,2009,RAPE,0,0,0,236,3,239,161,1,162,41,0,41,438,4,442
HARYANA,2009,KIDNAPPING AND ABDUCTION,0,0,0,71,13,84,45,4,49,22,5,27,138,22,160
HARYANA,2009,DACOITY,0,0,0,146,0,146,86,0,86,12,0,12,244,0,244
HARYANA,2009,PREP. AND ASSEMBLY FOR DACOITY,0,0,0,38,0,38,42,0,42,1,0,1,81,0,81
HARYANA,2009,ROBBERY,0,0,0,74,0,74,50,0,50,20,0,20,144,0,144
HARYANA,2009,BURGLARY,0,0,0,30,0,30,28,0,28,0,0,0,58,0,58
HARYANA,2009,THEFTS,0,0,0,20,1,21,21,0,21,1,0,1,42,1,43
HARYANA,2009,EXTORTION,0,0,0,4,0,4,2,0,2,0,0,0,6,0,6
HARYANA,2009,RIOTS,0,0,0,3,0,3,3,0,3,1,0,1,7,0,7
HARYANA,2009,ARSON,0,0,0,5,0,5,2,0,2,1,0,1,8,0,8
HARYANA,2009,CRIMINAL BREACH OF TRUST,0,0,0,6,0,6,7,0,7,0,0,0,13,0,13
HARYANA,2009,CHEATING,0,0,0,0,0,0,5,0,5,1,0,1,6,0,6
HARYANA,2009,COUNTER FEITING,0,0,0,11,0,11,13,1,14,1,0,1,25,1,26
HARYANA,2009,DOWRY DEATHS,0,0,0,121,12,133,138,27,165,81,27,108,340,66,406
HARYANA,2009,MOLESTATION,0,0,0,1,0,1,1,0,1,1,0,1,3,0,3
HARYANA,2009,EVE-TEASING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HARYANA,2009,CRUELTY BY HUSBAND OR RELATIVE OF HUSBAND,0,0,0,15,0,15,20,9,29,1,0,1,36,9,45
HARYANA,2009,OTHER IPC CRIMES,0,0,0,17,0,17,16,0,16,5,0,5,38,0,38
HARYANA,2009,TOTAL IPC,0,0,0,1902,58,1960,2134,89,2223,739,88,827,4775,235,5010
HARYANA,2010,MURDER,0,0,0,1163,25,1188,1107,46,1153,370,38,408,2640,109,2749
HARYANA,2010,ATTEMPT TO COMMIT MURDER,0,0,0,169,0,169,176,5,181,63,0,63,408,5,413
HARYANA,2010,C.H. NOT AMOUNTING TO MURDER,0,0,0,34,0,34,54,1,55,21,2,23,109,3,112
HARYANA,2010,RAPE,0,0,0,314,1,315,185,3,188,22,0,22,521,4,525
HARYANA,2010,KIDNAPPING AND ABDUCTION,0,0,0,133,3,136,82,7,89,9,1,10,224,11,235
HARYANA,2010,DACOITY,0,0,0,229,0,229,79,0,79,6,0,6,314,0,314
HARYANA,2010,PREP. AND ASSEMBLY FOR DACOITY,0,0,0,42,0,42,26,0,26,1,0,1,69,0,69
HARYANA,2010,ROBBERY,0,0,0,100,0,100,61,0,61,0,0,0,161,0,161
HARYANA,2010,BURGLARY,0,0,0,19,0,19,17,0,17,7,0,7,43,0,43
HARYANA,2010,THEFTS,0,0,0,20,0,20,19,0,19,3,0,3,42,0,42
HARYANA,2010,EXTORTION,0,0,0,3,0,3,2,0,2,0,0,0,5,0,5
HARYANA,2010,RIOTS,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2
HARYANA,2010,ARSON,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
HARYANA,2010,CRIMINAL BREACH OF TRUST,0,0,0,0,0,0,6,1,7,3,0,3,9,1,10
HARYANA,2010,CHEATING,0,0,0,1,0,1,7,0,7,2,0,2,10,0,10
HARYANA,2010,COUNTER FEITING,0,0,0,10,0,10,9,1,10,1,0,1,20,1,21
HARYANA,2010,DOWRY DEATHS,0,0,0,175,2,177,154,30,184,100,43,143,429,75,504
HARYANA,2010,MOLESTATION,0,0,0,9,0,9,4,0,4,0,0,0,13,0,13
HARYANA,2010,EVE-TEASING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HARYANA,2010,CRUELTY BY HUSBAND OR RELATIVE OF HUSBAND,0,0,0,14,0,14,10,3,13,6,9,15,30,12,42
HARYANA,2010,OTHER IPC CRIMES,0,0,0,0,0,0,169,1,170,28,2,30,197,3,200
HARYANA,2010,TOTAL IPC,0,0,0,2437,31,2468,2168,98,2266,642,95,737,5247,224,5471
HARYANA,2011,MURDER,0,0,0,1188,31,1219,1286,59,1345,376,43,419,2850,133,2983
HARYANA,2011,ATTEMPT TO COMMIT MURDER,0,0,0,143,5,148,200,1,201,60,2,62,403,8,411
HARYANA,2011,C.H. NOT AMOUNTING TO MURDER,0,0,0,74,2,76,106,4,110,59,4,63,239,10,249
HARYANA,2011,RAPE,0,0,0,292,0,292,195,1,196,34,0,34,521,1,522
HARYANA,2011,KIDNAPPING AND ABDUCTION,0,0,0,141,5,146,98,6,104,27,1,28,266,12,278
HARYANA,2011,DACOITY,0,0,0,173,0,173,83,2,85,16,0,16,272,2,274
HARYANA,2011,PREP. AND ASSEMBLY FOR DACOITY,0,0,0,76,0,76,43,0,43,0,0,0,119,0,119
HARYANA,2011,ROBBERY,0,0,0,108,0,108,66,0,66,3,0,3,177,0,177
HARYANA,2011,BURGLARY,0,0,0,21,0,21,18,0,18,4,0,4,43,0,43
HARYANA,2011,THEFTS,0,0,0,15,0,15,11,0,11,2,1,3,28,1,29
HARYANA,2011,EXTORTION,0,0,0,4,0,4,1,0,1,0,0,0,5,0,5
HARYANA,2011,RIOTS,0,0,0,6,0,6,2,0,2,0,0,0,8,0,8
HARYANA,2011,ARSON,0,0,0,1,0,1,1,0,1,0,0,0,2,0,2
HARYANA,2011,CRIMINAL BREACH OF TRUST,0,0,0,6,0,6,5,0,5,0,0,0,11,0,11
HARYANA,2011,CHEATING,0,0,0,6,0,6,7,0,7,1,1,2,14,1,15
HARYANA,2011,COUNTER FEITING,0,0,0,5,0,5,8,1,9,1,1,2,14,2,16
HARYANA,2011,DOWRY DEATHS,0,0,0,143,5,148,121,37,158,39,44,83,303,86,389
HARYANA,2011,MOLESTATION,0,0,0,9,0,9,5,0,5,3,0,3,17,0,17
HARYANA,2011,EVE-TEASING,0,0,0,1,0,1,1,1,2,0,0,0,2,1,3
HARYANA,2011,CRUELTY BY HUSBAND OR RELATIVE OF HUSBAND,0,0,0,11,0,11,15,0,15,8,1,9,34,1,35
HARYANA,2011,OTHER IPC CRIMES,0,0,0,55,0,55,112,2,114,46,1,47,213,3,216
HARYANA,2011,TOTAL IPC,0,0,0,2478,48,2526,2384,114,2498,679,99,778,5541,261,5802
HARYANA,2012,MURDER,0,0,0,1082,39,1121,1394,71,1465,358,39,397,2834,149,2983
HARYANA,2012,ATTEMPT TO COMMIT MURDER,0,0,0,144,0,144,210,0,210,65,0,65,419,0,419
HARYANA,2012,C.H. NOT AMOUNTING TO MURDER,0,0,0,63,0,63,62,6,68,37,2,39,162,8,170
HARYANA,2012,RAPE,0,0,0,244,1,245,214,3,217,40,0,40,498,4,502
HARYANA,2012,KIDNAPPING AND ABDUCTION,0,0,0,128,5,133,85,5,90,29,1,30,242,11,253
HARYANA,2012,DACOITY,0,0,0,233,0,233,153,0,153,12,0,12,398,0,398
HARYANA,2012,PREP. AND ASSEMBLY FOR DACOITY,0,0,0,20,0,20,22,0,22,0,0,0,42,0,42
HARYANA,2012,ROBBERY,0,0,0,110,0,110,49,0,49,2,0,2,161,0,161
HARYANA,2012,BURGLARY,0,0,0,19,0,19,28,0,28,4,0,4,51,0,51
HARYANA,2012,THEFTS,0,0,0,30,0,30,22,1,23,0,1,1,52,2,54
HARYANA,2012,EXTORTION,0,0,0,1,0,1,6,0,6,0,0,0,7,0,7
HARYANA,2012,RIOTS,0,0,0,25,1,26,16,0,16,9,0,9,50,1,51
HARYANA,2012,ARSON,0,0,0,2,0,2,1,0,1,1,0,1,4,0,4
HARYANA,2012,CRIMINAL BREACH OF TRUST,0,0,0,0,0,0,7,0,7,3,0,3,10,0,10
HARYANA,2012,CHEATING,0,0,0,2,0,2,15,0,15,6,0,6,23,0,23
HARYANA,2012,COUNTER FEITING,0,0,0,2,0,2,5,1,6,1,0,1,8,1,9
HARYANA,2012,DOWRY DEATHS,0,0,0,143,3,146,149,33,182,63,42,105,355,78,433
HARYANA,2012,MOLESTATION,0,0,0,3,0,3,6,0,6,0,0,0,9,0,9
HARYANA,2012,EVE-TEASING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HARYANA,2012,CRUELTY BY HUSBAND OR RELATIVE OF HUSBAND,0,0,0,11,1,12,24,1,25,2,3,5,37,5,42
HARYANA,2012,OTHER IPC CRIMES,0,0,0,152,2,154,181,4,185,64,0,64,397,6,403
HARYANA,2012,TOTAL IPC,0,0,0,2414,52,2466,2649,125,2774,696,88,784,5759,265,6024
HIMACHAL PRADESH,2001,MURDER,0,0,0,34,1,35,29,2,31,26,0,26,89,3,92
HIMACHAL PRADESH,2001,ATTEMPT TO COMMIT MURDER,4,0,4,31,1,32,61,1,62,19,1,20,115,3,118
HIMACHAL PRADESH,2001,C.H. NOT AMOUNTING TO MURDER,3,0,3,20,2,22,35,1,36,11,1,12,69,4,73
HIMACHAL PRADESH,2001,RAPE,0,0,0,21,0,21,11,0,11,4,0,4,36,0,36
HIMACHAL PRADESH,2001,KIDNAPPING AND ABDUCTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2001,DACOITY,0,0,0,9,0,9,6,0,6,3,0,3,18,0,18
HIMACHAL PRADESH,2001,PREP. AND ASSEMBLY FOR DACOITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2001,ROBBERY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2001,BURGLARY,0,0,0,7,0,7,15,0,15,3,0,3,25,0,25
HIMACHAL PRADESH,2001,THEFTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2001,EXTORTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2001,RIOTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2001,ARSON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2001,CRIMINAL BREACH OF TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2001,CHEATING,0,0,0,6,0,6,5,1,6,0,0,0,11,1,12
HIMACHAL PRADESH,2001,COUNTER FEITING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2001,DOWRY DEATHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2001,MOLESTATION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2001,EVE-TEASING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2001,CRUELTY BY HUSBAND OR RELATIVE OF HUSBAND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2001,OTHER IPC CRIMES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2001,TOTAL IPC,7,0,7,128,4,132,162,5,167,66,2,68,363,11,374
HIMACHAL PRADESH,2002,MURDER,0,0,0,61,2,63,106,3,109,14,0,14,181,5,186
HIMACHAL PRADESH,2002,ATTEMPT TO COMMIT MURDER,0,0,0,1,0,1,7,0,7,8,0,8,16,0,16
HIMACHAL PRADESH,2002,C.H. NOT AMOUNTING TO MURDER,0,0,0,2,0,2,8,0,8,15,0,15,25,0,25
HIMACHAL PRADESH,2002,RAPE,0,0,0,41,0,41,24,0,24,0,0,0,65,0,65
HIMACHAL PRADESH,2002,KIDNAPPING AND ABDUCTION,0,0,0,2,0,2,2,0,2,0,0,0,4,0,4
HIMACHAL PRADESH,2002,DACOITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2002,PREP. AND ASSEMBLY FOR DACOITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2002,ROBBERY,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
HIMACHAL PRADESH,2002,BURGLARY,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
HIMACHAL PRADESH,2002,THEFTS,0,0,0,7,0,7,0,0,0,0,0,0,7,0,7
HIMACHAL PRADESH,2002,EXTORTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2002,RIOTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2002,ARSON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2002,CRIMINAL BREACH OF TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2002,CHEATING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2002,COUNTER FEITING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2002,DOWRY DEATHS,0,0,0,1,0,1,5,0,5,0,0,0,6,0,6
HIMACHAL PRADESH,2002,MOLESTATION,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
HIMACHAL PRADESH,2002,EVE-TEASING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2002,CRUELTY BY HUSBAND OR RELATIVE OF HUSBAND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2002,OTHER IPC CRIMES,0,0,0,0,0,0,2,0,2,0,0,0,2,0,2
HIMACHAL PRADESH,2002,TOTAL IPC,0,0,0,117,2,119,154,3,157,38,0,38,309,5,314
HIMACHAL PRADESH,2003,MURDER,0,0,0,47,0,47,113,4,117,30,2,32,190,6,196
HIMACHAL PRADESH,2003,ATTEMPT TO COMMIT MURDER,0,0,0,0,0,0,7,0,7,1,0,1,8,0,8
HIMACHAL PRADESH,2003,C.H. NOT AMOUNTING TO MURDER,0,0,0,9,0,9,9,0,9,2,0,2,20,0,20
HIMACHAL PRADESH,2003,RAPE,0,0,0,53,0,53,43,0,43,0,0,0,96,0,96
HIMACHAL PRADESH,2003,KIDNAPPING AND ABDUCTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2003,DACOITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2003,PREP. AND ASSEMBLY FOR DACOITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2003,ROBBERY,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
HIMACHAL PRADESH,2003,BURGLARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2003,THEFTS,0,0,0,2,0,2,3,0,3,0,0,0,5,0,5
HIMACHAL PRADESH,2003,EXTORTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2003,RIOTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2003,ARSON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2003,CRIMINAL BREACH OF TRUST,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
HIMACHAL PRADESH,2003,CHEATING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2003,COUNTER FEITING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2003,DOWRY DEATHS,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
HIMACHAL PRADESH,2003,MOLESTATION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2003,EVE-TEASING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2003,CRUELTY BY HUSBAND OR RELATIVE OF HUSBAND,0,0,0,1,0,1,2,0,2,0,0,0,3,0,3
HIMACHAL PRADESH,2003,OTHER IPC CRIMES,0,0,0,14,0,14,11,0,11,1,0,1,26,0,26
HIMACHAL PRADESH,2003,TOTAL IPC,2,0,2,126,0,126,189,4,193,34,2,36,351,6,357
HIMACHAL PRADESH,2004,MURDER,0,0,0,60,1,61,118,6,124,36,3,39,214,10,224
HIMACHAL PRADESH,2004,ATTEMPT TO COMMIT MURDER,0,0,0,13,0,13,5,0,5,3,0,3,21,0,21
HIMACHAL PRADESH,2004,C.H. NOT AMOUNTING TO MURDER,0,0,0,11,0,11,5,0,5,3,0,3,19,0,19
HIMACHAL PRADESH,2004,RAPE,0,0,0,39,0,39,47,0,47,4,0,4,90,0,90
HIMACHAL PRADESH,2004,KIDNAPPING AND ABDUCTION,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2
HIMACHAL PRADESH,2004,DACOITY,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
HIMACHAL PRADESH,2004,PREP. AND ASSEMBLY FOR DACOITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2004,ROBBERY,0,0,0,2,0,2,1,0,1,0,0,0,3,0,3
HIMACHAL PRADESH,2004,BURGLARY,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2
HIMACHAL PRADESH,2004,THEFTS,0,0,0,3,0,3,4,0,4,1,0,1,8,0,8
HIMACHAL PRADESH,2004,EXTORTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2004,RIOTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2004,ARSON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2004,CRIMINAL BREACH OF TRUST,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
HIMACHAL PRADESH,2004,CHEATING,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
HIMACHAL PRADESH,2004,COUNTER FEITING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2004,DOWRY DEATHS,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3
HIMACHAL PRADESH,2004,MOLESTATION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2004,EVE-TEASING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2004,CRUELTY BY HUSBAND OR RELATIVE OF HUSBAND,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
HIMACHAL PRADESH,2004,OTHER IPC CRIMES,0,0,0,2,0,2,3,0,3,0,0,0,5,0,5
HIMACHAL PRADESH,2004,TOTAL IPC,0,0,0,138,1,139,186,6,192,47,3,50,371,10,381
HIMACHAL PRADESH,2005,MURDER,0,0,0,61,0,61,132,2,134,52,3,55,245,5,250
HIMACHAL PRADESH,2005,ATTEMPT TO COMMIT MURDER,0,0,0,12,0,12,2,0,2,6,0,6,20,0,20
HIMACHAL PRADESH,2005,C.H. NOT AMOUNTING TO MURDER,0,0,0,8,0,8,7,0,7,0,0,0,15,0,15
HIMACHAL PRADESH,2005,RAPE,0,0,0,49,0,49,35,1,36,8,0,8,92,1,93
HIMACHAL PRADESH,2005,KIDNAPPING AND ABDUCTION,0,0,0,3,0,3,3,0,3,0,0,0,6,0,6
HIMACHAL PRADESH,2005,DACOITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2005,PREP. AND ASSEMBLY FOR DACOITY,0,0,0,2,0,2,6,0,6,0,0,0,8,0,8
HIMACHAL PRADESH,2005,ROBBERY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2005,BURGLARY,0,0,0,5,0,5,3,0,3,0,0,0,8,0,8
HIMACHAL PRADESH,2005,THEFTS,0,0,0,11,0,11,2,0,2,0,0,0,13,0,13
HIMACHAL PRADESH,2005,EXTORTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2005,RIOTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2005,ARSON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2005,CRIMINAL BREACH OF TRUST,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3
HIMACHAL PRADESH,2005,CHEATING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2005,COUNTER FEITING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2005,DOWRY DEATHS,0,0,0,1,0,1,2,0,2,0,0,0,3,0,3
HIMACHAL PRADESH,2005,MOLESTATION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2005,EVE-TEASING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2005,CRUELTY BY HUSBAND OR RELATIVE OF HUSBAND,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
HIMACHAL PRADESH,2005,OTHER IPC CRIMES,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
HIMACHAL PRADESH,2005,TOTAL IPC,0,0,0,153,0,153,196,3,199,66,3,69,415,6,421
HIMACHAL PRADESH,2006,MURDER,0,0,0,95,0,95,146,9,155,41,3,44,282,12,294
HIMACHAL PRADESH,2006,ATTEMPT TO COMMIT MURDER,0,0,0,19,0,19,8,0,8,4,0,4,31,0,31
HIMACHAL PRADESH,2006,C.H. NOT AMOUNTING TO MURDER,0,0,0,4,0,4,6,0,6,0,0,0,10,0,10
HIMACHAL PRADESH,2006,RAPE,0,0,0,75,0,75,40,1,41,7,0,7,122,1,123
HIMACHAL PRADESH,2006,KIDNAPPING AND ABDUCTION,0,0,0,3,0,3,1,0,1,1,0,1,5,0,5
HIMACHAL PRADESH,2006,DACOITY,0,0,0,10,0,10,3,0,3,0,0,0,13,0,13
HIMACHAL PRADESH,2006,PREP. AND ASSEMBLY FOR DACOITY,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
HIMACHAL PRADESH,2006,ROBBERY,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3
HIMACHAL PRADESH,2006,BURGLARY,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2
HIMACHAL PRADESH,2006,THEFTS,0,0,0,5,0,5,7,0,7,0,0,0,12,0,12
HIMACHAL PRADESH,2006,EXTORTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2006,RIOTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2006,ARSON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2006,CRIMINAL BREACH OF TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2006,CHEATING,0,0,0,1,0,1,1,0,1,0,0,0,2,0,2
HIMACHAL PRADESH,2006,COUNTER FEITING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2006,DOWRY DEATHS,0,0,0,2,0,2,3,0,3,2,1,3,7,1,8
HIMACHAL PRADESH,2006,MOLESTATION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2006,EVE-TEASING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2006,CRUELTY BY HUSBAND OR RELATIVE OF HUSBAND,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
HIMACHAL PRADESH,2006,OTHER IPC CRIMES,0,0,0,4,0,4,6,0,6,0,0,0,10,0,10
HIMACHAL PRADESH,2006,TOTAL IPC,0,0,0,223,0,223,222,10,232,56,4,60,501,14,515
HIMACHAL PRADESH,2007,MURDER,0,0,0,98,5,103,176,10,186,34,2,36,308,17,325
HIMACHAL PRADESH,2007,ATTEMPT TO COMMIT MURDER,0,0,0,6,0,6,26,2,28,6,0,6,38,2,40
HIMACHAL PRADESH,2007,C.H. NOT AMOUNTING TO MURDER,0,0,0,2,0,2,13,0,13,3,2,5,18,2,20
HIMACHAL PRADESH,2007,RAPE,0,0,0,105,0,105,68,1,69,14,0,14,187,1,188
HIMACHAL PRADESH,2007,KIDNAPPING AND ABDUCTION,0,0,0,9,0,9,2,0,2,0,0,0,11,0,11
HIMACHAL PRADESH,2007,DACOITY,0,0,0,8,0,8,9,0,9,0,0,0,17,0,17
HIMACHAL PRADESH,2007,PREP. AND ASSEMBLY FOR DACOITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2007,ROBBERY,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2
HIMACHAL PRADESH,2007,BURGLARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2007,THEFTS,0,0,0,12,0,12,8,0,8,0,0,0,20,0,20
HIMACHAL PRADESH,2007,EXTORTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2007,RIOTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
